after_follower,birth_date,collaboration,death_date,display_name,first,fullname,irn,last,middle,nationality,organization,party_type,role,ulan:id,ulan:name
,1876,,1952,"Miller, Kenneth Hayes",,"Miller, Kenneth Hayes",1294,"Miller, Kenneth Hayes",,,,ULAN,Artist,,"Miller, Kenneth Hayes"
,,,,"Audran, Gérard",,"Audran, Gérard",1296,"Audran, Gérard",,,,ULAN,Artist,,"Audran, Gérard"
,1910,,1985,"Childs, Bernard",,"Childs, Bernard",1297,"Childs, Bernard",,,,ULAN,Artist,,"Childs, Bernard"
,1939,,,"Hughes, Patrick",,"Hughes, Patrick",1298,"Hughes, Patrick",,,,ULAN,Artist,,"Hughes, Patrick"
,1831,,1913,"Brown, John George",,"Brown, John George",1300,"Brown, John George",,,,ULAN,Artist,,"Brown, John George"
,,,,"Chedel, Pierre Quentin",,"Chedel, Pierre Quentin",1301,"Chedel, Pierre Quentin",,,,ULAN,Artist,,"Chedel, Pierre Quentin"
,1946,,,"Aycock, Alice",,"Aycock, Alice",1302,"Aycock, Alice",,,,ULAN,Artist,,"Aycock, Alice"
,1894,,,"Kadar, Livia",,"Kadar, Livia",1303,"Kadar, Livia",,,,ULAN,Artist,,"Kadar, Livia"
,1934,,,"Abeles, Sigmund",,"Abeles, Sigmund",1305,"Abeles, Sigmund",,,,ULAN,Artist,,"Abeles, Sigmund"
,1938,,,"Erlebacher, Martha Mayer",,"Erlebacher, Martha Mayer",1306,"Erlebacher, Martha Mayer",,,,ULAN,Artist,,"Erlebacher, Martha Mayer"
,1936-,,1936-,"Kowalke, Ron",,"Kowalke, Ron",1307,"Kowalke, Ron",,,,ULAN,Artist,,"Kowalke, Ron"
,1883,,1948,"Lumsden, Ernest Stephen",,"Lumsden, Ernest Stephen",1308,"Lumsden, Ernest Stephen",,,,ULAN,Artist,,"Lumsden, Ernest Stephen"
,,,,"Rochebrune, Octave Guillaume, Comte de",,"Rochebrune, Octave Guillaume, Comte de",1309,"Rochebrune, Octave Guillaume, Comte de",,,,ULAN,Artist,,"Rochebrune, Octave Guillaume, Comte de"
,1886,,1989,"Ryerson, Margery Austen",,"Ryerson, Margery Austen",1311,"Ryerson, Margery Austen",,,,ULAN,Artist,,"Ryerson, Margery Austen"
,1696,,1770,"Tiepolo, Giovanni Battista",,"Tiepolo, Giovanni Battista",1312,"Tiepolo, Giovanni Battista",,,,ULAN,Artist,,"Tiepolo, Giovanni Battista"
,1943-,,1943-,"Shatter, Susan",,"Shatter, Susan",1314,"Shatter, Susan",,,,ULAN,Artist,,"Shatter, Susan"
,,,,"Haid, Johann Elias",,"Haid, Johann Elias",1315,"Haid, Johann Elias",,,,ULAN,Artist,,"Haid, Johann Elias"
,1924,,,"Koenig, Fritz",,"Koenig, Fritz",1316,"Koenig, Fritz",,,,ULAN,Artist,,"Koenig, Fritz"
,1818,,1898,"Appian, Adolphe",,"Appian, Adolphe",1320,"Appian, Adolphe",,,,ULAN,Artist,,"Appian, Adolphe"
,1933,,,"Nesbitt, Lowell",,"Nesbitt, Lowell",1321,"Nesbitt, Lowell",,,,ULAN,Artist,,"Nesbitt, Lowell"
,,,,"Bruegel, Pieter, the elder",,"Bruegel, Pieter, the elder",1324,"Bruegel, Pieter, the elder",,,,ULAN,Artist,,"Bruegel, Pieter, the elder"
,,,,"Johnson, Cornelius I",,"Johnson, Cornelius I",1325,"Johnson, Cornelius I",,,,ULAN,Artist,,"Johnson, Cornelius I"
,1859-1927,,1859-1927,"Helleu, Paul César",,"Helleu, Paul César",1326,"Helleu, Paul César",,,,ULAN,Artist,,"Helleu, Paul César"
,1901,,1990,"Hoffman, Irwin David",,"Hoffman, Irwin David",1327,"Hoffman, Irwin David",,,,ULAN,Artist,,"Hoffman, Irwin David"
,1778,,1855,"Cooke, William Bernard",,"Cooke, William Bernard",1330,"Cooke, William Bernard",,,,ULAN,Artist,,"Cooke, William Bernard"
,1927,,,"Bellegarde, Claude",,"Bellegarde, Claude",1331,"Bellegarde, Claude",,,,ULAN,Artist,,"Bellegarde, Claude"
,1894-,,1894-,"Reed, Doel",,"Reed, Doel",1333,"Reed, Doel",,,,ULAN,Artist,,"Reed, Doel"
,1889,,1975,"Benton, Thomas Hart",Thomas,Thomas H. Benton,1334,Benton,Hart,,,ULAN,Artist,,"Benton, Thomas Hart"
,,,,"Haviland, Theodore and Co.",,"Haviland, Theodore and Co.",1336,"Haviland, Theodore and Co.",,,,Registration-Verified,Artist,,
,1883,,1959,"McBey, James",,"McBey, James",1337,"McBey, James",,,,ULAN,Artist,,"McBey, James"
,1952,,,Anne M. Nickolson,Anne,Anne M. Nickolson,1338,Nickolson,McKenzie,,,Registration-Verified,Artist,,
,1889-1946,,1889-1946,"Nevinson, Christopher Richard Wynne",,"Nevinson, Christopher Richard Wynne",1340,"Nevinson, Christopher Richard Wynne",,,,ULAN,Artist,,"Nevinson, Christopher Richard Wynne"
,1896,,1974,"Siqueiros, David Alfaro",,"Siqueiros, David Alfaro",1342,"Siqueiros, David Alfaro",,,,ULAN,Artist,,"Siqueiros, David Alfaro"
,1862,,1953,"Bell, Edward August",,"Bell, Edward August",1343,"Bell, Edward August",,,,Registration-Verified,Artist,,
,,spurse,,spurse,,spurse,1344,,,,,Collaboration,Artist,,
,,,,"Ward, Elizabeth",,"Ward, Elizabeth",1346,"Ward, Elizabeth",,,,ULAN,Artist,,"Ward, Elizabeth"
,,,,"Vollon, Antoine",,"Vollon, Antoine",1347,"Vollon, Antoine",,,,ULAN,Artist,,"Vollon, Antoine"
,,,,"Bhavsar, Natvar Prahladji",,"Bhavsar, Natvar Prahladji",1348,"Bhavsar, Natvar Prahladji",,,,ULAN,Artist,,"Bhavsar, Natvar Prahladji"
,,,,"Meckseper, Friedrich",,"Meckseper, Friedrich",1350,"Meckseper, Friedrich",,,,ULAN,Artist,,"Meckseper, Friedrich"
Attributed to,1245,,1320,Li Kan,,Li Kan,1351,Li Kan,,,,Registration-Verified,Artist,,
,,,,"Brissot de Warville, Felix Saturnin",,"Brissot de Warville, Felix Saturnin",1352,"Brissot de Warville, Felix Saturnin",,,,ULAN,Artist,,"Brissot de Warville, Felix Saturnin"
,1632,,1705,"Giordano, Luca",,"Giordano, Luca",1353,"Giordano, Luca",,,,ULAN,Artist,,"Giordano, Luca"
,,,,"Nolde, Emil",,"Nolde, Emil",1354,"Nolde, Emil",,,,ULAN,Artist,,"Nolde, Emil"
,1946,,,"Sloan, Jeanette Pasin",,"Sloan, Jeanette Pasin",1356,"Sloan, Jeanette Pasin",,,,ULAN,Artist,,"Sloan, Jeanette Pasin"
,,,,"Altdorfer, Albrecht",,"Altdorfer, Albrecht",1357,"Altdorfer, Albrecht",,,,ULAN,Artist,,"Altdorfer, Albrecht"
,,,,"Vasconi, Filippo",,"Vasconi, Filippo",1358,"Vasconi, Filippo",,,,ULAN,Artist,,"Vasconi, Filippo"
,,,,"Bulow, Joachim von",,"Bulow, Joachim von",1360,"Bulow, Joachim von",,,,ULAN,Artist,,"Bulow, Joachim von"
,1795,,1840,"Heath, William",,"Heath, William",1361,"Heath, William",,,,ULAN,Artist,,"Heath, William"
,1903,,2001,"Vicente, Esteban",,"Vicente, Esteban",1362,"Vicente, Esteban",,,,ULAN,Artist,,"Vicente, Esteban"
,1832,,1908,"Busch, Wilhelm",,"Busch, Wilhelm",1364,"Busch, Wilhelm",,,,ULAN,Artist,,"Busch, Wilhelm"
,,,,"Pesne, Jean",,"Pesne, Jean",1367,"Pesne, Jean",,,,ULAN,Artist,,"Pesne, Jean"
,1846,,1927,"Watson, Charles John",,"Watson, Charles John",1368,"Watson, Charles John",,,,ULAN,Artist,,"Watson, Charles John"
,1728,,1778,"Hesselius, John",,"Hesselius, John",1369,"Hesselius, John",,,,ULAN,Artist,,"Hesselius, John"
,,,,"Delauney, Alfred Alexandre",,"Delauney, Alfred Alexandre",1370,"Delauney, Alfred Alexandre",,,,ULAN,Artist,,"Delauney, Alfred Alexandre"
,1724-1804,,1724-1804,"Gilpin, William",,"Gilpin, William",1372,"Gilpin, William",,,,ULAN,Artist,,"Gilpin, William"
,1778,,1843,"Duttenhofer, Charles",,"Duttenhofer, Charles",1374,"Duttenhofer, Charles",,,,Registration-Verified,Artist,,
,1871,,1956,"Feininger, Lyonel",,"Feininger, Lyonel",1375,"Feininger, Lyonel",,,,ULAN,Artist,,"Feininger, Lyonel"
,1719,,1794,"Ficquet, Etienne",,"Ficquet, Etienne",1376,"Ficquet, Etienne",,,,ULAN,Artist,,"Ficquet, Etienne"
,1798,,1863,"Harding, James Duffield",,"Harding, James Duffield",1377,"Harding, James Duffield",,,,ULAN,Artist,,"Harding, James Duffield"
,1863,,1935,"Signac, Paul",Paul,Paul Signac,1378,Signac,,,,ULAN,Artist,,"Signac, Paul"
,1918,,,"Adams, Clinton",,"Adams, Clinton",1379,"Adams, Clinton",,,,ULAN,Artist,,"Adams, Clinton"
,1878,,1937,"Hopkins, Edna Boies",,"Hopkins, Edna Boies",1382,"Hopkins, Edna Boies",,,,ULAN,Artist,,"Hopkins, Edna Boies"
,1804,,1866,"Gavarni, Paul",,"Gavarni, Paul",1383,"Gavarni, Paul",,,,ULAN,Artist,,"Gavarni, Paul"
,,,,"Faed, James II",,"Faed, James II",1384,"Faed, James II",,,,ULAN,Artist,,"Faed, James II"
,,,,"Smith, Richard",,"Smith, Richard",1385,"Smith, Richard",,,,ULAN,Artist,,"Smith, Richard"
,1871,,1958,"Rouault, Georges",Georges,Georges Rouault,1386,Rouault,,,,ULAN,Artist,,"Rouault, Georges"
,1910,,,"Breinin, Raymond",,"Breinin, Raymond",1387,"Breinin, Raymond",,,,ULAN,Artist,,"Breinin, Raymond"
,1940,,,"Ettl, Georg",,"Ettl, Georg",1388,"Ettl, Georg",,,,ULAN,Artist,,"Ettl, Georg"
,1898,,,"Lapicque, Charles",,"Lapicque, Charles",1389,"Lapicque, Charles",,,,ULAN,Artist,,"Lapicque, Charles"
,1736,,1786,"Ranson, Pierre",,"Ranson, Pierre",1390,"Ranson, Pierre",,,,ULAN,Artist,,"Ranson, Pierre"
,1864,,1938,Jacob Atkinson,Jacob,Jacob Atkinson,1391,Atkinson,,,,Registration-Verified,Artist,,
,1821,,1888,"Darley, Felix Octavius Carr",,"Darley, Felix Octavius Carr",1392,"Darley, Felix Octavius Carr",,,,ULAN,Artist,,"Darley, Felix Octavius Carr"
,1913,,1995,"Phillips, Helen",,"Phillips, Helen",1393,"Phillips, Helen",,,,Registration-Verified,Artist,,
,,,,"Rios, Ricardo de los",,"Rios, Ricardo de los",1394,"Rios, Ricardo de los",,,,ULAN,Artist,,"Rios, Ricardo de los"
,1927,,,"Eisch, Erwin",Erwin,Erwin Eisch,1395,Eisch,,,,ULAN,Artist,,"Eisch, Erwin"
,1898,,1988,Bes-Ben,,Bes-Ben,1397,Bes-Ben,,,,Registration-Verified,Artist,,
,1899,,,"Soyer, Raphael",,"Soyer, Raphael",1398,"Soyer, Raphael",,,,ULAN,Artist,,"Soyer, Raphael"
,1858,,1915,"Ball, L. Clarence",,"Ball, L. Clarence",1399,"Ball, L. Clarence",,,,ULAN,Artist,,"Ball, L. Clarence"
,,,,"Marcoussis, Louis Casimir Ladislas",,"Marcoussis, Louis Casimir Ladislas",1400,"Marcoussis, Louis Casimir Ladislas",,,,ULAN,Artist,,"Marcoussis, Louis Casimir Ladislas"
,1889,,1960,"Pfeiffer, Fritz",,"Pfeiffer, Fritz",1402,"Pfeiffer, Fritz",,,,ULAN,Artist,,"Pfeiffer, Fritz"
,1860,,1942,"Deming, Edwin Willard",,"Deming, Edwin Willard",1403,"Deming, Edwin Willard",,,,ULAN,Artist,,"Deming, Edwin Willard"
,1913,,1960,"Atlan, Jean Michel",,"Atlan, Jean Michel",1404,"Atlan, Jean Michel",,,,ULAN,Artist,,"Atlan, Jean Michel"
,1926,,,"Ortman, George Earl",,"Ortman, George Earl",1406,"Ortman, George Earl",,,,ULAN,Artist,,"Ortman, George Earl"
,1929,,,"Laderman, Gabriel",,"Laderman, Gabriel",1407,"Laderman, Gabriel",,,,ULAN,Artist,,"Laderman, Gabriel"
,1481,,1532,"Luini, Bernardino",,"Luini, Bernardino",1408,"Luini, Bernardino",,,,ULAN,Artist,,"Luini, Bernardino"
,,,,"Wierix, Johan",,"Wierix, Johan",1410,"Wierix, Johan",,,,ULAN,Artist,,"Wierix, Johan"
,1532,,1577,"Samacchini, Orazio",,"Samacchini, Orazio",1411,"Samacchini, Orazio",,,,ULAN,Artist,,"Samacchini, Orazio"
,,,,"Marieschi, Michele",,"Marieschi, Michele",1412,"Marieschi, Michele",,,,ULAN,Artist,,"Marieschi, Michele"
,,,,"Hill, Anthony",,"Hill, Anthony",1413,"Hill, Anthony",,,,ULAN,Artist,,"Hill, Anthony"
,about 1593,,1641,"Velde, Jan van de, II",Jan,Jan v. Velde,1414,Velde,"van de, II",,,Ulan,Artist,500115398,"Velde, Jan van de, II"
,,,,"Legros, Alphonse",,"Legros, Alphonse",1417,"Legros, Alphonse",,,,ULAN,Artist,,"Legros, Alphonse"
,,,,"Read, Samuel",,"Read, Samuel",1418,"Read, Samuel",,,,ULAN,Artist,,"Read, Samuel"
,1900,,1972,"Norell, Norman",Norman,Norman Norell,1419,Norell,,,,Ulan,Artist,500100615,"Norell, Norman"
,1849,,1933,"Aldridge, Frederick James",,"Aldridge, Frederick James",1420,"Aldridge, Frederick James",,,,ULAN,Artist,,"Aldridge, Frederick James"
,1935-,,1935-,"Hunt, Richard Howard",,"Hunt, Richard Howard",1421,"Hunt, Richard Howard",,,,ULAN,Artist,,"Hunt, Richard Howard"
,1798-1874,,1798-1874,"Ziegler, Henry Bryan",,"Ziegler, Henry Bryan",1422,"Ziegler, Henry Bryan",,,,ULAN,Artist,,"Ziegler, Henry Bryan"
,1885,,1956,John Bradley Storrs,John,John B. Storrs,1424,Storrs,Bradley,,,ULAN,Artist,,John Bradley Storrs
,1887,,1975,"Goth, Marie",,"Goth, Marie",1426,"Goth, Marie",,,,Registration-Verified,Artist,,
,1881,,1973,"Picasso, Pablo",Pablo,Pablo Picasso,1427,Picasso,,,,ULAN,Artist,,"Picasso, Pablo"
,1895,,1974,Louise D. Hibben,Louise,Louise D. Hibben,1428,Hibben,Douglas,,,Registration-Verified,Artist,,
,1874,,1940,"Sturges, Dwight Case",,"Sturges, Dwight Case",1429,"Sturges, Dwight Case",,,,ULAN,Artist,,"Sturges, Dwight Case"
,1862,,1926,Théo van Rysselberghe,Théo,Théo v. Rysselberghe,1430,Rysselberghe,van,,,Ulan,Artist,500030824,Théo van Rysselberghe
,,,,"Felixmüller, Conrad",,"Felixmüller, Conrad",1432,"Felixmüller, Conrad",,,,ULAN,Artist,,"Felixmüller, Conrad"
,,,,"Puvis de Chavannes, Pierre",,"Puvis de Chavannes, Pierre",1434,"Puvis de Chavannes, Pierre",,,,ULAN,Artist,,"Puvis de Chavannes, Pierre"
,1875,,1938,"Pitts, Lendall",,"Pitts, Lendall",1435,"Pitts, Lendall",,,,ULAN,Artist,,"Pitts, Lendall"
,,,,"Fabri, Aloisio",,"Fabri, Aloisio",1437,"Fabri, Aloisio",,,,ULAN,Artist,,"Fabri, Aloisio"
,1885,,1939,"Witkiewicz, Stanislaw Ignacy",,"Witkiewicz, Stanislaw Ignacy",1438,"Witkiewicz, Stanislaw Ignacy",,,,ULAN,Artist,,"Witkiewicz, Stanislaw Ignacy"
,1913,,1972,Chiang Er-shih,,Chiang Er-shih,1441,Chiang Er-shih,,,,Registration-Verified,Artist,,
,1783-1852,,1783-1852,"Prout, Samuel",,"Prout, Samuel",1442,"Prout, Samuel",,,,ULAN,Artist,,"Prout, Samuel"
,1939-,,1939-,"Lijn, Liliane",,"Lijn, Liliane",1443,"Lijn, Liliane",,,,ULAN,Artist,,"Lijn, Liliane"
,,,,"Cousinet, Catherine Elizabeth",,"Cousinet, Catherine Elizabeth",1445,"Cousinet, Catherine Elizabeth",,,,ULAN,Artist,,"Cousinet, Catherine Elizabeth"
,,,,"Dunker, Balthasar Anton",,"Dunker, Balthasar Anton",1447,"Dunker, Balthasar Anton",,,,ULAN,Artist,,"Dunker, Balthasar Anton"
,1937,,,Shima Tamami,,Shima Tamami,1448,Shima Tamami,,,,Registration-Verified,Artist,,
,,,,"Kennington, Eric Henri",,"Kennington, Eric Henri",1451,"Kennington, Eric Henri",,,,ULAN,Artist,,"Kennington, Eric Henri"
,1928,,,Paul Resika,Paul,Paul Resika,1454,Resika,,  ,,Registration-Verified,Artist,,
,1948,,,"Berg, Peter",,"Berg, Peter",1455,"Berg, Peter",,,,ULAN,Artist,,"Berg, Peter"
,1816,,1867,Nakabayashi Chikkei,,Nakabayashi Chikkei,1456,Nakabayashi Chikkei,,,,Dictionary of Japanese Artists,Artist,,
,1820,,1893,Leopold Gely,Leopold,Leopold Gely,1457,Gely,,,,Registration-Verified,Artist,,
,1920,,,"Tooker, George",George,George Tooker,1458,Tooker,,,,ULAN,Artist,,"Tooker, George"
,1931,,,"Morley, Malcolm",,"Morley, Malcolm",1460,"Morley, Malcolm",,,,ULAN,Artist,,"Morley, Malcolm"
,1911,,2004,"McVicker, J. Jay",,"McVicker, J. Jay",1462,"McVicker, J. Jay",,,,Registration-Verified,Artist,,
,1717,,1786,"Cozens, Alexander",,"Cozens, Alexander",1463,"Cozens, Alexander",,,,ULAN,Artist,,"Cozens, Alexander"
,1511,,1592,"Ammannati, Bartolomeo",,"Ammannati, Bartolomeo",1464,"Ammannati, Bartolomeo",,,,ULAN,Artist,,"Ammannati, Bartolomeo"
,1882,,,"Hornby, Lester George",,"Hornby, Lester George",1466,"Hornby, Lester George",,,,ULAN,Artist,,"Hornby, Lester George"
,1859,,1932,"Baum, Paul",,"Baum, Paul",1467,"Baum, Paul",,,,ULAN,Artist,,"Baum, Paul"
,1904,,1957,"Covarrubias, Miguel Duclaud",,"Covarrubias, Miguel Duclaud",1468,"Covarrubias, Miguel Duclaud",,,,ULAN,Artist,,"Covarrubias, Miguel Duclaud"
,1924,,,"Chillida, Eduardo",,"Chillida, Eduardo",1470,"Chillida, Eduardo",,,,ULAN,Artist,,"Chillida, Eduardo"
,1902,,1973,Hugh M. Poe,Hugh,Hugh M. Poe,1472,Poe,M.,,,Registration-Verified,Artist,,
,,,,"Tacca, Pietro",,"Tacca, Pietro",1474,"Tacca, Pietro",,,,ULAN,Artist,,"Tacca, Pietro"
,1901,,1962,"Murphy, Minnie Lois",,"Murphy, Minnie Lois",1475,"Murphy, Minnie Lois",,,,Registration-Verified,Artist,,
,1800,,1870,"Pyne, James Baker",,"Pyne, James Baker",1476,"Pyne, James Baker",,,,ULAN,Artist,,"Pyne, James Baker"
,,,,"Waid, Mary Joan",,"Waid, Mary Joan",1477,"Waid, Mary Joan",,,,ULAN,Artist,,"Waid, Mary Joan"
,,,,"Watson, George",,"Watson, George",1478,"Watson, George",,,,ULAN,Artist,,"Watson, George"
,1901,,1989,"Evergood, Philip",,"Evergood, Philip",1480,"Evergood, Philip",,,,ULAN,Artist,,"Evergood, Philip"
,1879,,1971,John Sharman,John,John Sharman,1481,Sharman,,,,Registration-Verified,Artist,,
,1887,,1986,"Norton, Elizabeth",,"Norton, Elizabeth",1482,"Norton, Elizabeth",,,,ULAN,Artist,,"Norton, Elizabeth"
,1822,,1885,"Bresdin, Rodolphe",,"Bresdin, Rodolphe",1484,"Bresdin, Rodolphe",,,,ULAN,Artist,,"Bresdin, Rodolphe"
,1941-,,1941-,"Fuller, Emily",,"Fuller, Emily",1488,"Fuller, Emily",,,,ULAN,Artist,,"Fuller, Emily"
Circle of,1420,,1481,"Fouquet, Jean",,"Fouquet, Jean",1489,"Fouquet, Jean",,,,ULAN,Artist,,"Fouquet, Jean"
,1868,,1960,"Dabo, Leon","Dabo, Leon","Dabo, Leon Dabo",1490,Dabo,,,,ULAN,Artist,,"Dabo, Leon"
,1911,,,"Dosamantes, Francisco",,"Dosamantes, Francisco",1491,"Dosamantes, Francisco",,,,ULAN,Artist,,"Dosamantes, Francisco"
,1856,,1925,John Singer Sargent,John,John S. Sargent,1494,Sargent,Singer,,,Ulan,Artist,500023972,John Singer Sargent
,,,,"Minaux, André",,"Minaux, André",1495,"Minaux, André",,,,ULAN,Artist,,"Minaux, André"
,1886,,1944,"Booth, Hanson",,"Booth, Hanson",1496,"Booth, Hanson",,,,ULAN,Artist,,"Booth, Hanson"
,1826,,1900,"Church, Frederic Edwin",Frederic,Frederic E. Church,1497,Church,Edwin,,,ULAN,Artist,,"Church, Frederic Edwin"
,,,,"Harley, George",,"Harley, George",1498,"Harley, George",,,,ULAN,Artist,,"Harley, George"
,1894,,1981,"Tait, Agnes",,"Tait, Agnes",1502,"Tait, Agnes",,,,ULAN,Artist,,"Tait, Agnes"
,1497,,1543,"Holbein, Hans, the younger",,"Holbein, Hans, the younger",1503,"Holbein, Hans, the younger",,,,ULAN,Artist,,"Holbein, Hans, the younger"
,1848,,1907,"Saint-Gaudens, Augustus",Augustus,Augustus Saint-Gaudens,1504,Saint-Gaudens,,,,ULAN,Artist,,"Saint-Gaudens, Augustus"
,bef 1590,,1667,"Lasne, Michel",,"Lasne, Michel",1505,"Lasne, Michel",,,,ULAN,Artist,,"Lasne, Michel"
,1892,,1965,"Heise, Wilhelm",,"Heise, Wilhelm",1507,"Heise, Wilhelm",,,,ULAN,Artist,,"Heise, Wilhelm"
,1683,,1742,"Righini, Pietro",,"Righini, Pietro",1508,"Righini, Pietro",,,,ULAN,Artist,,"Righini, Pietro"
,1896,,1965,"Cheffetz, Asa",,"Cheffetz, Asa",1509,"Cheffetz, Asa",,,,ULAN,Artist,,"Cheffetz, Asa"
,1895,,1972,Cristóbal Balenciaga,,Cristóbal Balenciaga,1510,Cristóbal Balenciaga,,,,ULAN,Artist,,Cristóbal Balenciaga
,1475,,1554,"Bugiardini, Giuliano",Giuliano,Giuliano Bugiardini,1512,Bugiardini,,,,ULAN,Artist,,"Bugiardini, Giuliano"
,,,,"Northcote, James",,"Northcote, James",1513,"Northcote, James",,,,ULAN,Artist,,"Northcote, James"
,1927,,,"Paluzzi, Rinaldo",,"Paluzzi, Rinaldo",1514,"Paluzzi, Rinaldo",,,,ULAN,Artist,,"Paluzzi, Rinaldo"
,1873,,1953,"Bartlett, Frederic Clay",,"Bartlett, Frederic Clay",1516,"Bartlett, Frederic Clay",,,,ULAN,Artist,,"Bartlett, Frederic Clay"
,1719,,1769,Pierre François Beaumont,Pierre François,Pierre François Beaumont,1517,Beaumont,,French,,Registration-Verified,Artist,,
,1773,,1839,"Atkinson, William",,"Atkinson, William",1518,"Atkinson, William",,,,ULAN,Artist,,"Atkinson, William"
,,,,"Fratrel, Joseph, the elder",,"Fratrel, Joseph, the elder",1519,"Fratrel, Joseph, the elder",,,,ULAN,Artist,,"Fratrel, Joseph, the elder"
,1869,,1952,"Hankey, William Lee",,"Hankey, William Lee",1520,"Hankey, William Lee",,,,ULAN,Artist,,"Hankey, William Lee"
,1902,,1985,David K. Rubins,David,David K. Rubins,1522,Rubins,Kresz,,,Registration-Verified,Artist,,
,1824,,1900,"Beard, William Holbrook",William,William H. Beard,1525,Beard,Holbrook,,,ULAN,Artist,,"Beard, William Holbrook"
,1771,,1853,"Storer, James",,"Storer, James",1527,"Storer, James",,,,ULAN,Artist,,"Storer, James"
,1911-1984,,1911-1984,Tajima Hiroyuki,,Tajima Hiroyuki,1528,Tajima Hiroyuki,,,,Registration-Verified,Artist,,
,1923,,1971,"Arbus, Diane",,"Arbus, Diane",1529,"Arbus, Diane",,,,ULAN,Artist,,"Arbus, Diane"
,1612,,1682,"Lombard, Pierre",,"Lombard, Pierre",1530,"Lombard, Pierre",,,,ULAN,Artist,,"Lombard, Pierre"
,1826,,1914,"Hays, Barton Stone",,"Hays, Barton Stone",1531,"Hays, Barton Stone",,,,ULAN,Artist,,"Hays, Barton Stone"
,1615,,1698,Zha Shibiao,,Zha Shibiao,1533,Zha Shibiao,,,,Registration-Verified,Artist,,
,1869,,1958,Mary S. Blumenschein,Mary,Mary S. Blumenschein,1535,Blumenschein,Shepard Greene,,,Registration-Verified,Artist,,
,1804,,1872,"Allom, Thomas",,"Allom, Thomas",1539,"Allom, Thomas",,,,ULAN,Artist,,"Allom, Thomas"
,1862,,1939,"Le Sidaner, Henri Eugène",,"Le Sidaner, Henri Eugène",1541,"Le Sidaner, Henri Eugène",,,,ULAN,Artist,,"Le Sidaner, Henri Eugène"
,1918,,1978,"Smith, William Eugene",,"Smith, William Eugene",1542,"Smith, William Eugene",,,,ULAN,Artist,,"Smith, William Eugene"
,,,,"Smith, Samuel",,"Smith, Samuel",1543,"Smith, Samuel",,,,ULAN,Artist,,"Smith, Samuel"
,1735,,1811,"Dance-Holland, Nathaniel",,"Dance-Holland, Nathaniel",1544,"Dance-Holland, Nathaniel",,,,ULAN,Artist,,"Dance-Holland, Nathaniel"
,1940,,2006,"Jimenez, Luis",,"Jimenez, Luis",1545,"Jimenez, Luis",,,,ULAN,Artist,,"Jimenez, Luis"
,1937,,2003,"Boghossian, Skunder",,"Boghossian, Skunder",1546,"Boghossian, Skunder",,,,Curatorial--not verified,Artist,,
,1899,,1983,Zhang Daqian,,Zhang Daqian,1547,Zhang Daqian,,,,Registration-Verified,Artist,,
,1799,,1861,"Atkinson, Thomas Witlam",,"Atkinson, Thomas Witlam",1548,"Atkinson, Thomas Witlam",,,,ULAN,Artist,,"Atkinson, Thomas Witlam"
,1937,,,"O'Connor, Thom",,"O'Connor, Thom",1552,"O'Connor, Thom",,,,ULAN,Artist,,"O'Connor, Thom"
,1925,,,Robert Rauschenberg,,Robert Rauschenberg,1554,Robert Rauschenberg,,,,ULAN,Artist,,Robert Rauschenberg
,1876,,,"Reed, Ethel",,"Reed, Ethel",1555,"Reed, Ethel",,,,ULAN,Artist,,"Reed, Ethel"
,1900,,,"Lucioni, Luigi",,"Lucioni, Luigi",1556,"Lucioni, Luigi",,,,ULAN,Artist,,"Lucioni, Luigi"
,1772,,1850,"López y Portaña, Vicente",Vicente,Vicente López y Portaña,1557,López y Portaña,,,,ULAN,Artist,,"López y Portaña, Vicente"
,1839,,1889,"Lepic, Ludovic Napoléon, Vicomte",,"Lepic, Ludovic Napoléon, Vicomte",1559,"Lepic, Ludovic Napoléon, Vicomte",,,,ULAN,Artist,,"Lepic, Ludovic Napoléon, Vicomte"
,1877,,1945,Ohara Koson,,Ohara Koson,1560,Ohara Koson,,,,Dictionary of Japanese Artists,Artist,,
,1759,,1819,"Smith, Anker",,"Smith, Anker",1561,"Smith, Anker",,,,ULAN,Artist,,"Smith, Anker"
,1490,,1551,"Isenbrant, Adriaen",,"Isenbrant, Adriaen",1562,"Isenbrant, Adriaen",,,,ULAN,Artist,,"Isenbrant, Adriaen"
,1882,,1960,"Meyer, Herbert",,"Meyer, Herbert",1563,"Meyer, Herbert",,,,ULAN,Artist,,"Meyer, Herbert"
,,,,"Bléry, Eugène",,"Bléry, Eugène",1565,"Bléry, Eugène",,,,ULAN,Artist,,"Bléry, Eugène"
,1888-,,1976,"Albers, Josef",,"Albers, Josef",1566,"Albers, Josef",,,,ULAN,Artist,,"Albers, Josef"
,,,,"Martin, Kenneth",,"Martin, Kenneth",1567,"Martin, Kenneth",,,,ULAN,Artist,,"Martin, Kenneth"
,1659,,1743,"Dahl, Michael I",,"Dahl, Michael I",1568,"Dahl, Michael I",,,,ULAN,Artist,,"Dahl, Michael I"
,1907,,2002,"Rickey, George",George,George Rickey,1569,Rickey,,,,ULAN,Artist,,"Rickey, George"
,1920,,1985,"Cyril, Ruth",,"Cyril, Ruth",1570,"Cyril, Ruth",,,,Registration-Verified,Artist,,
